Source,Filename,Bedreiging,Categorie,Citaat,Topic,TopicName
scp,10,De coronapandemie heeft geleid tot een afname van steun voor solidariteit met mensen in andere landen.,Sociaal & Maatschappelijk,De perceptie dat er al andere hulpgevers zijn speelt eveneens een belemmerende rol.,21,Solidariteit
scp,11,De vergrijzing van de bevolking.,Sociaal & Maatschappelijk,de vergrijzing van de bevolking,32,Zorguitgaven
scp,11,De arbeidsmarktkrapte.,Economisch,de arbeidsmarktkrapte,11,Ongelijkheid
scp,11,De coronacrisis.,Gezondheid,de coronacrisis,21,Solidariteit
scp,11,Onvoldoende ondersteuning in de langdurige zorg.,Gezondheid,"ondersteuning in de langdurige zorg, zoals thuiszorg, opname in een zorginstelling etc.",4,Ondersteuning
scp,11,Moeilijkheden bij het combineren van werk en mantelzorg.,Sociaal & Maatschappelijk,de mogelijke uitruilen tussen werk en mantelzorg,11,Ongelijkheid
scp,11,Beperkte rol van verlof in de deeltijdcultuur.,Sociaal & Maatschappelijk,de (beperkte) rol die verlof hierbij speelt,11,Ongelijkheid
scp,11,Onzekerheid over de effectiviteit van beleidsdoelen.,Sociaal & Maatschappelijk,niet duidelijk is echter hoe de kwalificatie tot stand is gekomen,17,Effectiviteit
scp,11,Beperkte empirische basis voor uitspraken over de doeltreffendheid en doelmatigheid van regelingen.,Sociaal & Maatschappelijk,de empirische basis voor uitspraken over de doeltreffendheid en doelmatigheid van regelingen beperkt is,17,Effectiviteit
scp,11,De bekendheid van bestaande regelingen is onvoldoende.,Sociaal & Maatschappelijk,"de bekendheid en de acceptatie van bestaande regelingen, zoals zorgverlof en de Wet Flexibel Werken, wordt vergroot.",31,Beleidkwaliteit
scp,11,De overheid verliest controle over belangrijke beleidsaspecten.,Sociaal & Maatschappelijk,de overheid uit handen neemt.,20,Vertrouwensoverheid
scp,12,Het gebrek aan perspectief voor bijstandsgerechtigden om uit de uitkering te komen.,Sociaal & Maatschappelijk,Mensen in de bijstand zien voor zichzelf vaak weinig perspectief om uit de uitkering te komen.,4,Ondersteuning
scp,12,De aanname dat iedereen in de bijstand kan doorstromen naar betaald werk is niet realistisch.,Sociaal & Maatschappelijk,"een belangrijke aanname onder de wet, namelijk dat iedereen in de bijstand kan doorstromen naar betaald werk, niet strookt met de praktijk.",4,Ondersteuning
scp,12,"Bijstandsgerechtigden kampen met problemen op meerdere levensgebieden, zoals gezondheid, huisvesting, gezinssituatie, en schulden.",Sociaal & Maatschappelijk,"Deze mensen zitten vaak langere tijd in de bijstand en kampen soms met problemen op meerdere levensgebieden, zoals gezondheid, huisvesting, gezinssituatie, en schulden.",4,Ondersteuning
scp,12,Het huidige gebrek aan vertrouwen van burgers in de overheid.,Sociaal & Maatschappelijk,het huidige gebrek aan vertrouwen van burgers in de overheid in de weg kan staan van effectieve ondersteuning van burgers.,20,Vertrouwensoverheid
scp,12,De wettelijke kaders zijn niet altijd behulpzaam voor uitvoerders.,Sociaal & Maatschappelijk,De wettelijke kaders zijn daarbij voor uitvoerders niet altijd behulpzaam.,4,Ondersteuning
scp,12,De herziening van de Participatiewet kan leiden tot onvoldoende ondersteuning voor bijstandsgerechtigden.,Sociaal & Maatschappelijk,"de voorgenomen herziening van de Participatiewet, het wetsvoorstel Participatiewet in balans, sluit aan op deze praktijk en verbreedt het doel van de ondersteuning van toeleiding naar betaald werk naar maatschappelijke participatie.",4,Ondersteuning
scp,12,Gemeenten hebben mogelijk niet voldoende middelen om passende ondersteuning te bieden.,Sociaal & Maatschappelijk,"Gemeenten kunnen of willen die investeringen niet altijd doen, bijvoorbeeld vanwege een minder goede financiële positie.",4,Ondersteuning
scp,12,Wachtlijsten in de geestelijke gezondheidszorg en schuldhulpverlening kunnen de situatie van bijstandsgerechtigden verergeren.,Gezondheid,"wanneer er in de geestelijke gezondheidszorg (ggz) of de schuldhulpverlening wachtlijsten zijn, de klantmanagers zich extra inzetten om de situatie stabiel te houden.",4,Ondersteuning
scp,12,De verantwoordelijkheid van de overheid voor de kwaliteit van leven van bijstandsgerechtigden is onduidelijk.,Sociaal & Maatschappelijk,De vraag is daarbij hoever de verantwoordelijkheid van de overheid reikt voor het zorgen voor voldoende kwaliteit van leven van bijstandsgerechtigden.,4,Ondersteuning
scp,12,De regels van de Participatiewet passen niet goed bij de ondersteuningsbehoefte van bijstandsgerechtigden.,Sociaal & Maatschappelijk,De regels zijn te veel gericht op de uitstroom naar betaald werk.,4,Ondersteuning
scp,12,Strikt de regels volgen maakt de situatie van bijstandsgerechtigden soms alleen maar erger.,Sociaal & Maatschappelijk,"Strikt de regels volgen maakt de situatie van bijstandsgerechtigden soms alleen maar erger, zo blijkt uit de gesprekken.",4,Ondersteuning
scp,12,Maatwerkondersteuning kan leiden tot onevenredige verschillen in ondersteuning.,Sociaal & Maatschappelijk,"Maatwerk kan bovendien leiden tot (onevenredige) verschillen in ondersteuning, zowel tussen gemeenten als tussen klantmanagers binnen gemeenten.",4,Ondersteuning
scp,12,De samenwerking tussen verschillende partijen wordt gehinderd door verschillende uitgangspunten en mensbeelden.,Sociaal & Maatschappelijk,"De aandacht voor samenwerking in de uitvoering neemt toe, zo blijkt uit de gesprekken. Ze wordt echter gehinderd doordat de uitgangspunten en het mensbeeld verschillen tussen partijen.",31,Beleidkwaliteit
scp,12,De handhavingstaak en ondersteuningstaak kunnen met elkaar botsen.,Sociaal & Maatschappelijk,De handhavingstaak en ondersteuningstaak kunnen met elkaar botsen.,4,Ondersteuning
scp,12,Het uitwisselen van informatie is een uitdaging door privacywetgeving.,Technologisch & digitaal,Bij dit alles speelt dat het uitwisselen van informatie een uitdaging is door de privacywetgeving en de verscheidenheid aan administratieve systemen.,37,Beveiliging
scp,12,Klantmanagers hebben moeite met het (her)winnen van vertrouwen van bijstandsgerechtigden.,Sociaal & Maatschappelijk,Het gebrek aan (wederzijds) vertrouwen hindert de weg naar passende ondersteuning.,4,Ondersteuning
scp,12,Bijstandsgerechtigden voelen zich mogelijk afgeschreven door gebrek aan perspectief op werk.,Sociaal & Maatschappelijk,"het gevolg kan volgens dit onderzoek zijn dat mensen zich afgeschreven voelen, terwijl bijvoorbeeld een kleine deeltijdbaan, aangepast werk, of werk met ondersteuning wel mogelijk zou zijn.",4,Ondersteuning
scp,12,De focus van de Participatiewet op betaald werk voldoet mogelijk niet aan de behoeften van bijstandsgerechtigden.,Sociaal & Maatschappelijk,"de vraag gesteld of de focus van de Participatiewet op betaald werk wel voldoet, gezien de problematiek van bijstandsgerechtigden.",4,Ondersteuning
scp,12,Er is onvoldoende passende ondersteuning voor bijstandsgerechtigden die (nog) niet betaald kunnen werken.,Sociaal & Maatschappelijk,de groep die (nog) niet betaald kan werken op dit moment onvoldoende passende ondersteuning vanuit de gemeente ontvangt.,4,Ondersteuning
scp,12,De aannames achter de Participatiewet stroken niet altijd met de praktijk.,Sociaal & Maatschappelijk,de aannames erachter niet altijd stroken met de praktijk,4,Ondersteuning
scp,12,De Participatiewet doet niet wat het beoogt.,Sociaal & Maatschappelijk,de wet niet doet wat het beoogt,4,Ondersteuning
scp,12,Er is een gebrek aan realistische aannames voor de herziening van de wet.,Sociaal & Maatschappelijk,een herziening van de wet wel gebaseerd is op realistische aannames,31,Beleidkwaliteit
scp,12,De uitvoering van de Participatiewet schurt met de praktijk.,Sociaal & Maatschappelijk,de aspecten van de uitvoering waar de wet- en regelgeving schuurt met de praktijk,4,Ondersteuning
scp,12,Er is een gebrek aan duidelijke definities van wie wel of niet in staat is betaald werk te verrichten.,Sociaal & Maatschappelijk,een exacte definitie ontbreekt van wie wel of niet in staat is betaald werk te verrichten,4,Ondersteuning
scp,12,Gemeenten hebben mogelijk niet voldoende ruimte om passende ondersteuning te bieden.,Sociaal & Maatschappelijk,Hebben gemeenten voldoende ruimte om passende ondersteuning te bieden aan mensen in de bijstand,4,Ondersteuning
scp,12,De vertrouwensrelatie tussen overheid en burger is mogelijk niet sterk genoeg.,Sociaal & Maatschappelijk,Wat is nodig om de vertrouwensrelatie tussen overheid en burger in de ondersteuning binnen de Participatiewet te verbeteren?,20,Vertrouwensoverheid
scp,12,De kwaliteit van leven van bijstandsgerechtigden kan negatief beïnvloed worden.,Sociaal & Maatschappelijk,positieve effecten op de kwaliteit van leven van mensen,4,Ondersteuning
scp,12,Maatschappelijke kosten kunnen toenemen door onvoldoende ondersteuning.,Economisch,de maatschappelijke kosten verminderen,4,Ondersteuning
scp,12,Er is een gebrek aan aandacht voor persoonlijke ontwikkeling en stabiliteit.,Sociaal & Maatschappelijk,trajecten gericht op persoonlijke ontwikkeling en het creëren van stabiliteit,4,Ondersteuning
scp,12,De stapeling van problematiek bij bijstandsgerechtigden.,Sociaal & Maatschappelijk,de verhalen van de verschillende respondentgroepen laten een gevarieerd beeld zien over de uitdagingen waar bijstandsgerechtigden tegenaan lopen.,4,Ondersteuning
scp,12,Financiële problematiek van bijstandsgerechtigden.,Gezondheid,"naast financiële problematiek, vaak ook psychische of fysieke gezondheidsproblemen.",4,Ondersteuning
scp,12,Huiselijk geweld als probleem voor bijstandsgerechtigden.,Sociaal & Maatschappelijk,en kan er bijvoorbeeld sprake zijn van huiselijk geweld en problemen rondom de opvoeding van kinderen.,4,Ondersteuning
scp,12,Taalproblemen bij bijstandsgerechtigden.,Sociaal & Maatschappelijk,De respondenten noemen ook taalproblemen en verslavingsproblematiek.,4,Ondersteuning
scp,12,Verlies van een naaste als een probleem voor bijstandsgerechtigden.,Gezondheid,"Nou, later overleed mijn moeder natuurlijk, en mijn moeder en ik waren eigenlijk heel erg close.",38,Armoede
scp,12,Verlies van sociale steun door scheiding.,Sociaal & Maatschappelijk,"Dus ja, viel nóg iemand weg. Toen stond ik er helemaal alleen voor, ook met m’n zoontje.",22,Sociale Cohesie
scp,12,Kansenongelijkheid en armoede die van generatie op generatie aanhoudt.,Sociaal & Maatschappelijk,denk bijvoorbeeld aan kansenongelijkheid of armoede die van generatie op generatie stand houdt,22,Sociale Cohesie
scp,12,Langdurige ziekte die leidt tot uitval uit het arbeidsproces.,Gezondheid,"Ook kan ziekte voor een ontwrichting zorgen, waardoor mensen uitvallen uit het arbeidsproces.",21,Solidariteit
scp,12,Problemen met lichamelijke gezondheid die de werkcapaciteit beïnvloeden.,Gezondheid,"Ik had al lichamelijke klachten, maar ik had geen diagnose.",4,Ondersteuning
scp,12,De ziekte van Bechterew die leidt tot blijvende arbeidsongeschiktheid.,Gezondheid,Toen bleek ik de ziekte van Bechterew te hebben.,21,Solidariteit
scp,12,De ziekte van Crohn die de werkcapaciteit beïnvloedt.,Gezondheid,Ik heb inmiddels de ziekte van Crohn erbij.,21,Solidariteit
scp,12,Disbalans tussen draaglast en draagkracht bij bijstandsgerechtigden.,Sociaal & Maatschappelijk,een disbalans tussen draaglast en draagkracht.,4,Ondersteuning
scp,12,Problemen op meerdere leefgebieden die de participatie bemoeilijken.,Sociaal & Maatschappelijk,Dat de cliënten die ik in mijn caseload heb op twee of meer leefgebieden problemen hebben.,4,Ondersteuning
scp,12,Financiële problemen die de leefsituatie negatief beïnvloeden.,Economisch,Volgens uitvoerders hebben mensen in de bijstand vaak financiële problemen.,38,Armoede
scp,12,Complexiteit van aanvragen bij de overheid die leidt tot problemen voor bijstandsgerechtigden.,Sociaal & Maatschappelijk,Het valt op dat aanvragen bij de overheid vaak zo complex zijn dat dezelfde overheid klantmanagers moet inschakelen.,4,Ondersteuning
scp,12,Lange wachtlijsten in de hulpverlening.,Sociaal & Maatschappelijk,"Als er elders in de hulpverlening lange wachtlijsten zijn (bv. in de ggz of bij de bewindvoering), moet de klantmanager de situatie in de tussentijd stabiel zien te houden.",4,Ondersteuning
scp,12,Bureaucratie bij overheidsinstanties.,Sociaal & Maatschappelijk,"Als er veel bureaucratie is bij overheidsinstanties, moeten klantmanagers veel tijd steken in zaken regelen.",31,Beleidkwaliteit
scp,12,Krappe basisverzekering.,Gezondheid,"Als er een krappe basisverzekering is, regelen klantmanagers gebitsrenovaties of andere zorgkosten.",32,Zorguitgaven
scp,12,Armoede die praktische zaken vereist.,Sociaal & Maatschappelijk,"Als er bijvoorbeeld vanwege armoede praktische zaken nodig zijn, zoals bedden en wasmachines, regelt de klantmanager dat via de bijzondere bijstand.",38,Armoede
scp,12,Wachttijden bij de rechtbank.,Sociaal & Maatschappelijk,"De wachttijden bij de rechtbank in [naam gemeente], die lopen de spuigaten uit.",20,Vertrouwensoverheid
scp,12,Gezondheidsproblemen die sociale verbinding belemmeren.,Gezondheid,"Het lukt mensen niet altijd dat zelf te doen, bijvoorbeeld vanwege gezondheidsproblemen of armoede.",4,Ondersteuning
scp,12,Sociale isolatie door gebrek aan netwerk.,Sociaal & Maatschappelijk,Want zo blijf jij klein. […] Nu blijf je gewoon in je eigen wereldje.,22,Sociale Cohesie
scp,12,Onvoldoende ondersteuning voor bijstandsgerechtigden.,Sociaal & Maatschappelijk,"De bijstand is daarmee niet alleen het laatste financiële vangnet, maar lijkt ook het laatste vangnet voor andere ondersteuning te zijn.",4,Ondersteuning
scp,12,Problemen in de keten van hulpverlening.,Sociaal & Maatschappelijk,"Problemen elders in de keten van hulpverlening (wachtlijsten in zorg, bureaucratie, krappe basisverzekering) verzwaren de taak van gemeentelijke klantmanagers.",4,Ondersteuning
scp,12,Sociale uitsluiting van bijstandsgerechtigden.,Sociaal & Maatschappelijk,Sommige gemeentelijke uitvoerders en bijstandsgerechtigden vinden participeren vooral van belang om sociale uitsluiting tegen te gaan.,4,Ondersteuning
scp,12,Eenzaamheid onder bijstandsgerechtigden.,Sociaal & Maatschappelijk,"‘Nou, ik ben de deur uit geweest, ik heb wat contacten gelegd.’",4,Ondersteuning
scp,12,Afname van energie en motivatie door gebrek aan routine.,Gezondheid,‘Dus je energielevel gaat steeds meer naar beneden.’,4,Ondersteuning
scp,12,Beperkte mogelijkheden voor bijstandsgerechtigden om bij te dragen aan de maatschappij.,Sociaal & Maatschappelijk,‘Of gewoon al is het maar dat ze af en toe naar buiten gaan en dan een kopje koffie gaan drinken.’,4,Ondersteuning
scp,12,Antipathie tegen verplichting tot participatie.,Sociaal & Maatschappelijk,"‘Dat vind ik een lastige, want ik heb een beetje antipathie tegen ‘meedoen in de maatschappij’.’",20,Vertrouwensoverheid
scp,12,Verlies van intrinsieke motivatie door opgelegde verplichtingen.,Sociaal & Maatschappelijk,"‘Als dat er niet is of als je iets oplegt als gemeente, volgens mij werkt dat dus inderdaad niet.’",4,Ondersteuning
scp,12,Afstand tussen inwoner en overheid door verplichtingen.,Sociaal & Maatschappelijk,‘De afstand tussen inwoner en overheid wordt door dit soort maatregelen forser.’,28,Beleidsveronderstellingen
scp,12,Onzekerheid over de richting van ontwikkelstappen voor bijstandsgerechtigden.,Sociaal & Maatschappelijk,‘Het is echter onduidelijk waar die stappen precies naartoe moeten leiden.’,16,Koopkracht
scp,12,Mensen in de bijstand kunnen jarenlang onbetaald werk doen zonder perspectief op verbetering van hun financiële situatie.,Sociaal & Maatschappelijk,"Het risico is dat mensen zich jarenlang onbetaald (moeten) inzetten voor de samenleving, zonder perspectief op een verbetering van hun (financiële) situatie.",4,Ondersteuning
